step,gap_001,gap_002,gap_003,gap_004,gap_005,gap_006,gap_007,gap_008,gap_009,gap_010,gap_011,gap_012,gap_013,gap_014,gap_015,gap_016,gap_017,gap_018,gap_019,gap_020,gap_021,gap_022,gap_023,gap_024,gap_025,gap_026,gap_027,gap_028,gap_029,gap_030,gap_031,gap_032,gap_033,gap_034,gap_035,gap_036,gap_037,gap_038,gap_039,gap_040,gap_041,gap_042,gap_043,gap_044,gap_045,gap_046,gap_047,gap_048,gap_049,gap_050,gap_051,gap_052,gap_053,gap_054,gap_055,gap_056,gap_057,gap_058,gap_059,gap_060,gap_061,gap_062,gap_063,gap_064,gap_065,gap_066,gap_067,gap_068,gap_069,gap_070,gap_071,gap_072,gap_073,gap_074,gap_075,gap_076,gap_077,gap_078,gap_079,gap_080,gap_081,gap_082,gap_083,gap_084,gap_085,gap_086,gap_087,gap_088,gap_089,gap_090,gap_091,gap_092,gap_093,gap_094,gap_095,gap_096,gap_097,gap_098,gap_099,gap_100,gap_101,gap_102,gap_103,gap_104,gap_105,gap_106,gap_107,gap_108,gap_109,gap_110,gap_111,gap_112,gap_113,gap_114,gap_115,gap_116,gap_117,gap_118,gap_119,gap_120,gap_121,gap_122,gap_123,gap_124,gap_125,gap_126,gap_127,gap_128,gap_129,gap_130,gap_131,gap_132,gap_133,gap_134,gap_135,gap_136,gap_137,gap_138,gap_139,gap_140,gap_141,gap_142,gap_143,gap_144,gap_145,gap_146,gap_147,gap_148,gap_149,gap_150,gap_151,gap_152,gap_153,gap_154,gap_155,gap_156,gap_157,gap_158,gap_159,gap_160,gap_161,gap_162,gap_163,gap_164,gap_165,gap_166,gap_167,gap_168,gap_169,gap_170,gap_171,gap_172,gap_173,gap_174,gap_175,gap_176,gap_177,gap_178,gap_179,gap_180,gap_181,gap_182,gap_183,gap_184,gap_185,gap_186,gap_187,gap_188,gap_189,gap_190,gap_191,gap_192,gap_193,gap_194,gap_195,gap_196,gap_197,gap_198,gap_199,gap_200
0,0.02504003420472145,0.021542642265558243,0.01636466328636743,0.015342548489570618,0.014548074454069138,0.01418194081634283,0.00792357325553894,0.0074358731508255005,0.007191881537437439,0.006360240280628204,0.006177857518196106,0.005428582429885864,0.005116738379001617,0.005080066621303558,0.004957191646099091,0.004811443388462067,0.004520559683442116,0.004348687827587128,0.004083648324012756,0.0035342425107955933,0.00349368155002594,0.0033851787447929382,0.0032400861382484436,0.002093382179737091,0.0020041875541210175,0.001919478178024292,0.0016753748059272766,0.0014872942119836807,0.0014440938830375671,0.001394098624587059,0.0012850109487771988,0.0012661367654800415,0.0009903963655233383,0.0009759441018104553,0.0008688028901815414,0.0008606649935245514,0.0007626693695783615,0.0006406903266906738,0.0006276145577430725,0.0006244052201509476,0.0006121806800365448,0.0005986783653497696,0.0005965232849121094,0.0005631931126117706,0.0005588885396718979,0.0005518477410078049,0.0005454123020172119,0.0005330536514520645,0.0005270689725875854,0.0004928577691316605,0.0004085022956132889,0.0003879815340042114,0.0003795996308326721,0.00031802430748939514,0.0003177560865879059,0.00028267502784729004,0.00025304779410362244,0.00022498262114822865,0.00020565837621688843,0.00020018150098621845,0.0001786398934200406,0.00017123855650424957,0.0001682378351688385,0.0001488549169152975,0.0001455899327993393,0.00013997487258166075,0.00011507701128721237,0.00011236593127250671,0.00010515435133129358,8.208735380321741e-05,7.467158138751984e-05,6.934272823855281e-05,6.409315392374992e-05,6.303720874711871e-05,6.217730697244406e-05,5.7133263908326626e-05,5.584908649325371e-05,5.558121483772993e-05,5.462148692458868e-05,4.979199729859829e-05,3.650604048743844e-05,3.5450037103146315e-05,3.33161442540586e-05,3.3111427910625935e-05,3.2706622732803226e-05,3.2051000744104385e-05,3.0886498279869556e-05,2.6663270546123385e-05,2.4982262402772903e-05,2.3273576516658068e-05,2.2827560314908624e-05,2.081179991364479e-05,2.061051782220602e-05,2.0185631001368165e-05,1.9609404262155294e-05,1.8011953216046095e-05,1.7683720216155052e-05,1.687771873548627e-05,1.6752921510487795e-05,1.6741687431931496e-05,1.6452104318886995e-05,1.5484256437048316e-05,1.5423865988850594e-05,1.4587334590032697e-05,1.4563673175871372e-05,1.3901619240641594e-05,1.3843877241015434e-05,1.3644224964082241e-05,1.3308716006577015e-05,1.2405274901539087e-05,1.191580668091774e-05,1.1895113857463002e-05,1.1017866199836135e-05,1.0774325346574187e-05,1.0653689969331026e-05,9.863520972430706e-06,9.483163012191653e-06,9.415962267667055e-06,9.222596418112516e-06,8.87140049599111e-06,8.844654075801373e-06,8.369621355086565e-06,7.574300980195403e-06,7.458002073690295e-06,7.174123311415315e-06,7.060501957312226e-06,7.05049023963511e-06,6.690184818580747e-06,6.581743946298957e-06,6.3895422499626875e-06,6.318208761513233e-06,5.907757440581918e-06,5.900947144255042e-06,5.853158654645085e-06,5.6782737374305725e-06,5.60915214009583e-06,5.574300303123891e-06,5.296154995448887e-06,5.239679012447596e-06,5.102570867165923e-06,4.817949957214296e-06,4.676432581618428e-06,4.653062205761671e-06,4.645538865588605e-06,4.616420483216643e-06,4.323374014347792e-06,4.3043855839641765e-06,4.281588189769536e-06,4.0060695027932525e-06,3.9979786379262805e-06,3.939276211895049e-06,3.918554284609854e-06,3.821682184934616e-06,3.7716818042099476e-06,3.750479663722217e-06,3.7345889722928405e-06,3.6544661270454526e-06,3.641151124611497e-06,3.5745324566960335e-06,3.5412522265687585e-06,3.509019734337926e-06,3.4961412893608212e-06,3.4733529901131988e-06,3.460983862169087e-06,3.4362892620265484e-06,3.427710907999426e-06,3.3429532777518034e-06,3.292050678282976e-06,3.2891257433220744e-06,3.283479600213468e-06,3.1367235351353884e-06,3.0943338060751557e-06,3.0074588721618056e-06,2.9394241209956817e-06,2.8939612093381584e-06,2.855784259736538e-06,2.8535869205370545e-06,2.80827225651592e-06,2.7995120035484433e-06,2.7230489649809897e-06,2.702829078771174e-06,2.7005153242498636e-06,2.69974407274276e-06,2.6853522285819054e-06,2.6491470634937286e-06,2.6402849471196532e-06,2.5999179342761636e-06,2.598950231913477e-06,2.5570043362677097e-06,2.5540648493915796e-06,2.520922862458974e-06,2.504733856767416e-06,2.48322612605989e-06,2.4819892132654786e-06,2.4636538000777364e-06,2.443208359181881e-06,2.441069227643311e-06,2.440792741253972e-06,2.439992385916412e-06,2.4291803129017353e-06
10,0.02913759514922276,0.02331036701798439,0.02152104303240776,0.014857751317322254,0.01104532927274704,0.009986722841858864,0.008937645703554153,0.008227288722991943,0.007935740053653717,0.007324293255805969,0.00682096928358078,0.005970224738121033,0.0058765411376953125,0.0051755644381046295,0.004211738705635071,0.004036113619804382,0.0036537349224090576,0.003521651029586792,0.0035178959369659424,0.003513611853122711,0.0028753280639648438,0.002366926521062851,0.002283923327922821,0.002233419567346573,0.0017243437469005585,0.001636989414691925,0.0015565082430839539,0.001400921493768692,0.0013782232999801636,0.0013694949448108673,0.0013327747583389282,0.0012678764760494232,0.001165514811873436,0.0011097826063632965,0.0010693036019802094,0.0009794645011425018,0.000931471586227417,0.000861847773194313,0.0008261017501354218,0.0008170530200004578,0.0007833950221538544,0.0007737874984741211,0.0007635690271854401,0.0007526278495788574,0.0007374510169029236,0.0007059990894049406,0.0007014572620391846,0.0006847977638244629,0.0006490014493465424,0.0006281714886426926,0.0006044283509254456,0.0005978234112262726,0.0005874671041965485,0.0005297567695379257,0.0005038976669311523,0.0004885047674179077,0.00047287717461586,0.0004695691168308258,0.0004479065537452698,0.0003537936136126518,0.00033205002546310425,0.00032984092831611633,0.00025210529565811157,0.00022549182176589966,0.00018599815666675568,0.00018084049224853516,0.00017328374087810516,0.00014909915626049042,0.00014107488095760345,0.00013043172657489777,0.00012891681399196386,0.00012421980500221252,0.00011088699102401733,0.00010562315583229065,9.975687135010958e-05,9.111291728913784e-05,9.009812492877245e-05,7.86901218816638e-05,6.730807945132256e-05,5.75640588067472e-05,5.590548971667886e-05,5.525222513824701e-05,4.6350061893463135e-05,4.574528429657221e-05,4.5546970795840025e-05,4.313141107559204e-05,4.157755756750703e-05,3.96091490983963e-05,3.8911355659365654e-05,3.709748852998018e-05,3.7049525417387486e-05,3.5693985410034657e-05,3.3861142583191395e-05,3.036228008568287e-05,2.8687703888863325e-05,2.7974252589046955e-05,2.7189147658646107e-05,2.647156361490488e-05,2.5008630473166704e-05,2.155109541490674e-05,2.140985452570021e-05,2.0502193365246058e-05,1.924624666571617e-05,1.8546124920248985e-05,1.8060673028230667e-05,1.7772195860743523e-05,1.7338577890768647e-05,1.665565650910139e-05,1.6606238204985857e-05,1.6446516383439302e-05,1.6304722521454096e-05,1.4934834325686097e-05,1.454399898648262e-05,1.4427379937842488e-05,1.4175719115883112e-05,1.402175985276699e-05,1.3915763702243567e-05,1.3720884453505278e-05,1.3679848052561283e-05,1.296910340897739e-05,1.2483098544180393e-05,1.2362608686089516e-05,1.2048461940139532e-05,1.1819531209766865e-05,1.1213123798370361e-05,1.075639738701284e-05,1.0530638974159956e-05,1.0319534339942038e-05,9.660143405199051e-06,9.650248102843761e-06,9.57184238359332e-06,9.018636774271727e-06,8.714792784303427e-06,8.53656092658639e-06,8.047500159591436e-06,7.722643204033375e-06,7.713213562965393e-06,7.693713996559381e-06,7.5057323556393385e-06,7.374139386229217e-06,7.36671790946275e-06,7.2490074671804905e-06,6.310816388577223e-06,6.240734364837408e-06,6.1856553656980395e-06,6.003450835123658e-06,5.890149623155594e-06,5.5910059018060565e-06,5.4989359341561794e-06,5.4942211136221886e-06,5.369613063521683e-06,5.3550284064840525e-06,5.0380476750433445e-06,4.941248334944248e-06,4.7791836550459266e-06,4.710745997726917e-06,4.6979403123259544e-06,4.620538675226271e-06,4.616769729182124e-06,4.503352101892233e-06,4.359404556453228e-06,4.33109380537644e-06,4.271860234439373e-06,4.271860234439373e-06,4.252695362083614e-06,4.220069968141615e-06,4.162189725320786e-06,4.113593604415655e-06,4.080182407051325e-06,3.994879079982638e-06,3.895031113643199e-06,3.859244316117838e-06,3.841720172204077e-06,3.7820427678525448e-06,3.6799174267798662e-06,3.630484570749104e-06,3.6295095924288034e-06,3.6245619412511587e-06,3.543216735124588e-06,3.53036739397794e-06,3.503540938254446e-06,3.4327968023717403e-06,3.391091013327241e-06,3.3819087548181415e-06,3.3679098123684525e-06,3.3541800803504884e-06,3.2965472200885415e-06,3.263834514655173e-06,3.230874426662922e-06,3.1819799914956093e-06,3.181008651154116e-06,3.1511935958405957e-06,3.1178860808722675e-06,3.1098315957933664e-06,3.1061063054949045e-06,3.075663698837161e-06,3.032193490071222e-06,2.9895763873355463e-06,2.9643051675520837e-06,2.9074435587972403e-06
20,0.3854175806045532,0.14412106573581696,0.013752341270446777,0.008841142058372498,0.008457005023956299,0.007783383131027222,0.007741719484329224,0.005627157166600227,0.0055087655782699585,0.004789233207702637,0.004568388685584068,0.0019811242818832397,0.0017362465150654316,0.0016767485067248344,0.0015979851596057415,0.0012033414095640182,0.0009443792514503002,0.0008651504758745432,0.0006615985184907913,0.0006448542408179492,0.000614190474152565,0.0006130519323050976,0.0005562608130276203,0.0005516647361218929,0.00054125115275383,0.0005324967205524445,0.0004863189533352852,0.00048454804345965385,0.0004345132037997246,0.0004194788634777069,0.00039090123027563095,0.0003870587097480893,0.00035251863300800323,0.0003214827738702297,0.0002967887558043003,0.0002883477136492729,0.00028624152764678,0.0002631768584251404,0.00026209931820631027,0.00025030970573425293,0.00023717572912573814,0.00023198779672384262,0.00022316444665193558,0.00022277189418673515,0.00021034851670265198,0.00019663292914628983,0.0001648925244808197,0.00015845219604671001,0.00015582982450723648,0.0001467876136302948,0.00014577829279005527,0.0001431778073310852,0.0001344284974038601,0.00013117026537656784,0.0001293738605454564,0.0001239660196006298,0.00012258929200470448,0.00012174993753433228,0.00011827703565359116,0.00011016428470611572,0.00010720640420913696,0.0001046422403305769,0.00010177213698625565,9.745359420776367e-05,9.560713078826666e-05,9.530759416520596e-05,9.299442172050476e-05,9.09566879272461e-05,9.000487625598907e-05,8.930917829275131e-05,7.778918370604515e-05,7.408414967358112e-05,7.247459143400192e-05,6.921566091477871e-05,6.858841516077518e-05,6.804056465625763e-05,6.724358536303043e-05,6.690900772809982e-05,6.668036803603172e-05,6.645260145887733e-05,6.561714690178633e-05,6.477243732661009e-05,6.3261017203331e-05,6.129173561930656e-05,5.770288407802582e-05,5.701044574379921e-05,5.499972030520439e-05,5.270354449748993e-05,5.102809518575668e-05,5.074212094768882e-05,4.933727905154228e-05,4.883366636931896e-05,4.8540299758315086e-05,4.7336332499980927e-05,4.648207686841488e-05,4.578591324388981e-05,4.4294167309999466e-05,4.3262727558612823e-05,4.040263593196869e-05,4.0386454202234745e-05,4.006829112768173e-05,3.855372779071331e-05,3.78971453756094e-05,3.780471161007881e-05,3.7150923162698746e-05,3.685150295495987e-05,3.5516335628926754e-05,3.4347292967140675e-05,3.173109143972397e-05,3.138658939860761e-05,3.1052157282829285e-05,3.038765862584114e-05,3.016588743776083e-05,2.9156217351555824e-05,2.837204374372959e-05,2.809707075357437e-05,2.614874392747879e-05,2.6023888494819403e-05,2.4616718292236328e-05,2.4542678147554398e-05,2.426386345177889e-05,2.4121254682540894e-05,2.39531509578228e-05,2.3843487724661827e-05,2.3331958800554276e-05,2.3081200197339058e-05,2.3029919248074293e-05,2.2834865376353264e-05,2.2745691239833832e-05,2.2680324036628008e-05,2.2640684619545937e-05,2.069026231765747e-05,2.0058767404407263e-05,1.9410625100135803e-05,1.931237056851387e-05,1.8742866814136505e-05,1.8281862139701843e-05,1.818645978346467e-05,1.748575596138835e-05,1.595949288457632e-05,1.5755300410091877e-05,1.5574449207633734e-05,1.5403988072648644e-05,1.5350058674812317e-05,1.5348021406680346e-05,1.5287892892956734e-05,1.5199068002402782e-05,1.5107565559446812e-05,1.508335117250681e-05,1.4901510439813137e-05,1.4512625057250261e-05,1.4483899576589465e-05,1.4366465620696545e-05,1.4360528439283371e-05,1.3731187209486961e-05,1.3424491044133902e-05,1.3323151506483555e-05,1.2781150871887803e-05,1.2611737474799156e-05,1.2033851817250252e-05,1.1862139217555523e-05,1.1757103493437171e-05,1.1383759556338191e-05,1.1210620868951082e-05,1.1141644790768623e-05,1.0925796232186258e-05,1.0898802429437637e-05,1.0570976883172989e-05,1.0394694982096553e-05,1.0356525308452547e-05,1.0267598554491997e-05,9.68028325587511e-06,9.643335943110287e-06,9.350129403173923e-06,8.877250365912914e-06,8.602961315773427e-06,8.508373866789043e-06,8.227769285440445e-06,8.05503805167973e-06,7.912982255220413e-06,7.751164957880974e-06,7.740745786577463e-06,7.376424036920071e-06,7.334863767027855e-06,6.997492164373398e-06,6.9636444095522165e-06,6.663380190730095e-06,6.582587957382202e-06,6.452799425460398e-06,6.365153240039945e-06,6.061411113478243e-06,5.818525096401572e-06,5.782523658126593e-06,5.7401921367272735e-06,5.706591764464974e-06,5.520574632100761e-06,5.499765393324196e-06,5.471956683322787e-06,5.431444151327014e-06,5.153939127922058e-06
30,0.4027663320302963,0.14827430061995983,0.013576865196228027,0.008842229843139648,0.008573725819587708,0.007813617587089539,0.007370069622993469,0.006348079070448875,0.0053189098834991455,0.004934206604957581,0.002657631877809763,0.0022453516721725464,0.0021201204508543015,0.0018461642321199179,0.001720009371638298,0.0016400101594626904,0.0006832773797214031,0.0006563169881701469,0.000648631015792489,0.0006449464708566666,0.0005858130753040314,0.0004727030172944069,0.00043745432049036026,0.0004254186060279608,0.00041451863944530487,0.0004134023329243064,0.00041339779272675514,0.0003394605591893196,0.0003061335301026702,0.0002684969804249704,0.0002634897828102112,0.0002264217473566532,0.00021325144916772842,0.0002059300895780325,0.00020270142704248428,0.0001913974992930889,0.0001853516441769898,0.00015483051538467407,0.00014720391482114792,0.000122015830129385,0.00011876772623509169,9.088893420994282e-05,8.07781470939517e-05,7.801735773682594e-05,7.484317757189274e-05,7.306353654712439e-05,7.224187720566988e-05,6.978120654821396e-05,6.614753510802984e-05,6.087886868044734e-05,5.9685553424060345e-05,5.748635157942772e-05,5.739135667681694e-05,5.614536348730326e-05,5.602068267762661e-05,5.537073593586683e-05,5.090050399303436e-05,4.8678251914680004e-05,4.752253880724311e-05,4.478089977055788e-05,4.351325333118439e-05,4.3490901589393616e-05,4.347320646047592e-05,4.173070192337036e-05,3.762822598218918e-05,3.5816337913274765e-05,3.544724313542247e-05,3.446824848651886e-05,3.42073617503047e-05,3.186508547514677e-05,3.082409966737032e-05,2.9490329325199127e-05,2.8261682018637657e-05,2.602720633149147e-05,2.4701468646526337e-05,2.4558190489187837e-05,2.446700818836689e-05,2.4428183678537607e-05,2.3495405912399292e-05,2.290698466822505e-05,2.132193185389042e-05,2.1205516532063484e-05,2.0317587768658996e-05,2.026505535468459e-05,2.0187697373330593e-05,1.9677390810102224e-05,1.9175175111740828e-05,1.880573108792305e-05,1.8483144231140614e-05,1.8245482351630926e-05,1.810467801988125e-05,1.797964796423912e-05,1.7892220057547092e-05,1.7203623428940773e-05,1.7177779227495193e-05,1.7162557924166322e-05,1.672864891588688e-05,1.6699079424142838e-05,1.634121872484684e-05,1.5969155356287956e-05,1.5810714103281498e-05,1.532142050564289e-05,1.5050143701955676e-05,1.445587258785963e-05,1.4225050108507276e-05,1.4097429811954498e-05,1.4055229257792234e-05,1.3861805200576782e-05,1.3778917491436005e-05,1.3476499589160085e-05,1.2957490980625153e-05,1.2924429029226303e-05,1.2831296771764755e-05,1.278429408557713e-05,1.2621079804375768e-05,1.2399628758430481e-05,1.2336531654000282e-05,1.180870458483696e-05,1.1762022040784359e-05,1.1674186680465937e-05,1.1483440175652504e-05,1.1381562217138708e-05,1.1210271622985601e-05,1.0733958333730698e-05,1.0516843758523464e-05,1.0453586583025753e-05,1.0134652256965637e-05,9.927985956892371e-06,9.9056342151016e-06,9.824521839618683e-06,9.776093065738678e-06,9.706593118607998e-06,9.56373696681112e-06,9.498093277215958e-06,9.41369216889143e-06,9.357871022075415e-06,9.289011359214783e-06,9.27184009924531e-06,9.143725037574768e-06,9.078066796064377e-06,9.05014167074114e-06,9.00827581062913e-06,8.8477972894907e-06,8.799193892627954e-06,8.769275154918432e-06,8.612463716417551e-06,8.480041287839413e-06,8.003698894754052e-06,7.890746928751469e-06,7.784692570567131e-06,7.761293090879917e-06,7.699680281803012e-06,7.649097824469209e-06,7.5973221100866795e-06,7.542170351371169e-06,7.375609129667282e-06,7.346039637923241e-06,7.219030521810055e-06,7.146794814616442e-06,6.946036592125893e-06,6.890681106597185e-06,6.509828381240368e-06,6.39076461084187e-06,6.3881161622703075e-06,6.247748387977481e-06,6.2300823628902435e-06,6.15196768194437e-06,6.065209163352847e-06,6.060829036869109e-06,5.937807145528495e-06,5.885871360078454e-06,5.503126885741949e-06,5.489913746714592e-06,5.439564120024443e-06,5.43129863217473e-06,5.2325776778161526e-06,5.2166287787258625e-06,5.1332099246792495e-06,5.0798989832401276e-06,5.028239684179425e-06,4.963018000125885e-06,4.9390364438295364e-06,4.924208042211831e-06,4.836634616367519e-06,4.8179354052990675e-06,4.802830517292023e-06,4.70021041110158e-06,4.679750418290496e-06,4.658781108446419e-06,4.291418008506298e-06,4.240748239681125e-06,4.167930455878377e-06,4.150322638452053e-06,4.101049853488803e-06,4.022804205305874e-06,3.998036845587194e-06,3.995184670202434e-06,3.946945071220398e-06,3.919602022506297e-06,3.859633579850197e-06
40,0.40904833376407623,0.14792663976550102,0.013277977705001831,0.00873604416847229,0.008474066853523254,0.007739230990409851,0.0071854740381240845,0.006323941983282566,0.005209863185882568,0.004812687635421753,0.002521755639463663,0.002381587401032448,0.0023301690816879272,0.001829945482313633,0.001736265141516924,0.001560852862894535,0.0008652873802930117,0.0007367474026978016,0.000680750235915184,0.0006332872435450554,0.000570863950997591,0.0005437468062154949,0.000457211397588253,0.0004365076310932636,0.0004217345267534256,0.0004155747592449188,0.0004041413776576519,0.0003588567487895489,0.0003293835325166583,0.0003111572004854679,0.00025185244157910347,0.00021059298887848854,0.00020901300013065338,0.00018592271953821182,0.00014700053725391626,0.0001288162311539054,0.00011261575855314732,0.00010711816139519215,0.00010617286898195744,0.00010587228462100029,0.0001037155743688345,0.00010180659592151642,9.353074710816145e-05,8.48923809826374e-05,6.968405796214938e-05,6.114703137427568e-05,5.5620912462472916e-05,5.4974108934402466e-05,5.28460368514061e-05,4.776695277541876e-05,4.739291034638882e-05,4.60214214399457e-05,4.465482197701931e-05,4.205646109767258e-05,4.1722727473825216e-05,3.964593634009361e-05,3.651203587651253e-05,3.413978265598416e-05,3.4109572879970074e-05,3.383541479706764e-05,3.17044323310256e-05,3.155285958200693e-05,2.896547084674239e-05,2.8421462047845125e-05,2.6987167075276375e-05,2.6933732442557812e-05,2.6211724616587162e-05,2.6206718757748604e-05,2.600884181447327e-05,2.5008339434862137e-05,2.4474691599607468e-05,2.4223700165748596e-05,2.3580098059028387e-05,2.357864286750555e-05,2.345230313949287e-05,2.2948486730456352e-05,2.1506566554307938e-05,2.1211395505815744e-05,2.0710285753011703e-05,2.000917447730899e-05,1.9250874174758792e-05,1.8751248717308044e-05,1.760487793944776e-05,1.7224811017513275e-05,1.680100103840232e-05,1.6790814697742462e-05,1.6323174349963665e-05,1.5888974303379655e-05,1.555576454848051e-05,1.5445053577423096e-05,1.4756573364138603e-05,1.4636956620961428e-05,1.3936951290816069e-05,1.3726530596613884e-05,1.3420125469565392e-05,1.2993346899747849e-05,1.2735370546579361e-05,1.2697651982307434e-05,1.2593576684594154e-05,1.2448843335732818e-05,1.2243632227182388e-05,1.202407293021679e-05,1.143215922638774e-05,1.03008933365345e-05,1.0035117156803608e-05,9.821495041251183e-06,9.47080843616277e-06,9.455252438783646e-06,9.368639439344406e-06,9.303126716986299e-06,8.800765499472618e-06,8.771938155405223e-06,8.66566551849246e-06,8.560833521187305e-06,8.074683137238026e-06,8.019153028726578e-06,8.014729246497154e-06,7.662107236683369e-06,7.247552275657654e-06,6.73229806125164e-06,6.6729262471199036e-06,6.511574611067772e-06,6.418005796149373e-06,5.981186404824257e-06,5.912515916861594e-06,5.876703653484583e-06,5.796900950372219e-06,5.722482455894351e-06,5.6819990277290344e-06,5.646492354571819e-06,5.599751602858305e-06,5.5721611715853214e-06,5.571113433688879e-06,5.413196049630642e-06,5.268608219921589e-06,5.124020390212536e-06,4.782777978107333e-06,4.698027623817325e-06,4.615227226167917e-06,4.607398295775056e-06,4.554858605843037e-06,4.449451807886362e-06,4.2878673411905766e-06,4.206900484859943e-06,4.181485564913601e-06,4.147179424762726e-06,4.094603355042636e-06,4.084708052687347e-06,4.0707673178985715e-06,3.987224772572517e-06,3.898836439475417e-06,3.87689215131104e-06,3.7844438338652253e-06,3.688313881866634e-06,3.654684405773878e-06,3.6493875086307526e-06,3.647612174972892e-06,3.6070268834009767e-06,3.566266968846321e-06,3.539607860147953e-06,3.50212212651968e-06,3.385579475434497e-06,3.260065568611026e-06,3.2600510166957974e-06,3.227221895940602e-06,3.167020622640848e-06,3.1096715247258544e-06,3.0722731025889516e-06,3.0463997973129153e-06,3.040913725271821e-06,3.0353403417393565e-06,3.013148671016097e-06,2.990767825394869e-06,2.9523071134462953e-06,2.9506190912798047e-06,2.9334605642361566e-06,2.8589711291715503e-06,2.837929059751332e-06,2.6604793674778193e-06,2.5871777324937284e-06,2.5708905013663333e-06,2.550703356973827e-06,2.503031282685697e-06,2.484062861185521e-06,2.454398781992495e-06,2.4326291168108582e-06,2.4268374545499682e-06,2.39857763517648e-06,2.3943284759297967e-06,2.3943284759297967e-06,2.3585234885104e-06,2.322500222362578e-06,2.2998319764155895e-06,2.2961467038840055e-06,2.2628955775871873e-06,2.2585882106795907e-06,2.2099993657320738e-06,2.2013846319168806e-06,2.1886808099225163e-06,2.144672180293128e-06
