step,loss,top_k_dominant_space,hessian_compute_time,max_eigenvalue,min_eigenvalue,condition_number,eigenvalue_sum,eigenvalue_mean,max_gap,gap_mean
0,0.03951989486813545,800,10.793224811553955,0.032111603766679764,0.0005776417092420161,55.590867579172475,1.1573502030223608,0.005786751015111804,0.02979693020461127,0.0003172236267710104
10,0.03895149007439613,800,9.256450176239014,0.031865715980529785,0.0005731126293540001,55.601140767824496,1.150064279034268,0.00575032139517134,0.02930015284800902,0.00031478148412134027
20,0.03818662092089653,32,7.681589126586914,0.03153965249657631,0.0005724711227230728,55.09387503521868,1.1431660480448045,0.005715830240224023,0.028613107977434993,0.00031152796393143936
30,0.03696161508560181,32,8.215242147445679,0.031014636158943176,0.0005685440846718848,54.55097853465872,1.1353405841509812,0.005676702920754906,0.027686626184731722,0.000306298311552382
40,0.03491460531949997,32,9.844987869262695,0.030126206576824188,0.0005616507260128856,53.63868536356708,1.1254769816296175,0.005627384908148087,0.025948871858417988,0.0002972972081624902
50,0.03158760443329811,32,7.81208062171936,0.028643101453781128,0.0005597989656962454,51.16676380092361,1.1113741271547042,0.005556870635773521,0.02292058989405632,0.00028233318112711456
60,0.026587432250380516,32,6.800107955932617,0.02630680799484253,0.0005550209898501635,47.39786147897661,1.0905493823229335,0.005452746911614668,0.01800464978441596,0.000258589166769525
70,0.020012181252241135,801,7.796777725219727,0.02307559922337532,0.00054849375737831,42.070851150015,1.061415092961397,0.005307075464806985,0.018326862482354045,0.00022483582148169031
80,0.012908508069813251,801,8.021736860275269,0.019993437454104424,0.0005513060605153441,36.26558618894043,1.0342909113387577,0.005171454556693789,0.016418282059021294,0.00018692485711653716
90,0.006945637054741383,801,9.19937014579773,0.027376733720302582,0.0005463959532789886,50.10420292465834,1.0093677222030237,0.005046838611015118,0.011724900570698082,0.0001998384582111612
100,0.003148463787510991,1,6.63944149017334,0.039252106100320816,0.000539948814548552,72.69597606791538,0.9870854378677905,0.0049354271893389525,0.014743814244866371,0.00023796898378350306
110,0.0012703568208962679,25,8.583918571472168,0.048512671142816544,0.0005309737753123045,91.365474903695,0.9699577782303095,0.004849788891151547,0.021247701719403267,0.00026840661666938104
120,0.0005021338001824915,25,8.121057271957397,0.05462497100234032,0.0005177903221920133,105.4963151321388,0.9580160434124991,0.004790080217062496,0.025446044979617,0.0002885602066089632
130,0.00022093970619607717,25,9.45194697380066,0.05828866735100746,0.0005112828221172094,114.00474420328761,0.9499545802827924,0.004749772901413962,0.02787009160965681,0.00030059552198508755
140,0.00012145845539635047,25,10.84209418296814,0.060362741351127625,0.0005035701906308532,119.86956828303822,0.9443794466787949,0.004721897233393974,0.028760248445905745,0.0003073410810270616
150,8.500791591359302e-05,1,10.736315250396729,0.06149939075112343,0.0004955991171300411,124.09100142724124,0.9404086104477756,0.004702043052238878,0.02936999499797821,0.0003109607947584792
160,7.034419104456902e-05,1,8.352761030197144,0.0621112696826458,0.0004765542398672551,130.33410362679174,0.9378119098546449,0.004689059549273225,0.029785964637994766,0.0003133466089090575
170,6.359316466841847e-05,1,9.025282144546509,0.062437478452920914,0.0004507953708525747,138.50514554937627,0.9379273709491827,0.0046896368547459134,0.03001381829380989,0.0003149407175448005
180,5.996637264615856e-05,1,7.869411945343018,0.06261049956083298,0.00044524268014356494,140.62106431630662,0.9378551804693416,0.0046892759023467075,0.030140642076730728,0.0003158096469448424
190,5.7695782743394375e-05,1,8.527281284332275,0.0627020075917244,0.00044084241380915046,142.23224814041907,0.937330576707609,0.004686652883538045,0.03021356090903282,0.00031624727280828326
200,5.606752893072553e-05,1,6.425421237945557,0.06275034695863724,0.00043678691145032644,143.6635240517584,0.9365335831535049,0.004682667915767524,0.030257806181907654,0.00031648093163084924
210,5.476671503856778e-05,1,8.009313821792603,0.0627758651971817,0.000432905595516786,145.0105192616933,0.9355988964962307,0.0046779944824811535,0.0302867628633976,0.00031659475140457974
220,5.36442494194489e-05,1,6.042004108428955,0.06278932839632034,0.0004291385703254491,146.3148100360737,0.9346017596544698,0.004673008798272349,0.030307523906230927,0.00031665250929776775
230,5.262590275378898e-05,1,6.432266473770142,0.06279642879962921,0.00042545906035229564,147.59687747072886,0.9335814240330365,0.004667907120165182,0.03032384067773819,0.0003166669897845509
240,5.1673421694431454e-05,1,5.958872079849243,0.06280016899108887,0.0004218538524582982,148.867122168327,0.9325584544567391,0.004662792272283695,0.030337702482938766,0.00031665343838966465
250,5.0766604545060545e-05,1,6.025896787643433,0.06280214339494705,0.0004183152050245553,150.13115143940448,0.9315429566195235,0.004657714783097617,0.030350159853696823,0.0003166306914755168
260,4.989446097170003e-05,1,5.967560768127441,0.06280317902565002,0.0004148386651650071,151.39181638401354,0.9305401614692528,0.004652700807346264,0.030361764132976532,0.0003166077881175866
270,4.905086461803876e-05,1,6.711410760879517,0.0628037378191948,0.0004114210605621338,152.65076059398768,0.9295525202469435,0.004647762601234717,0.03037283569574356,0.00031658412583958297
280,4.823222479899414e-05,1,6.885356426239014,0.06280402839183807,0.0004080602084286511,153.90872987513873,0.928580926527502,0.00464290463263751,0.030383508652448654,0.00031656327826997457
290,4.743630415759981e-05,1,6.96062970161438,0.06280416995286942,0.0004047543625347316,155.1661347380295,0.92762542743003,0.0046381271371501494,0.030393872410058975,0.00031654113607771706
300,4.6661585656693205e-05,1,8.68490719795227,0.06280425190925598,0.0004015018930658698,156.42330209126163,0.9266864543606061,0.00463343227180303,0.030403990298509598,0.00031651912341288833
