step,eigenvalue_index,eigenvalue,log_eigenvalue
0,1,0.10194829851388931,-0.9916200180682371
0,2,0.09846124798059464,-1.0067346639151733
0,3,0.09580780565738678,-1.018599106622565
0,4,0.08977895975112915,-1.0468254309789384
0,5,0.08608146011829376,-1.0650903750891652
0,6,0.08171116560697556,-1.0877185942611074
0,7,0.08020152896642685,-1.0958173522226609
0,8,0.07672787457704544,-1.1150468319340971
0,9,0.07299531996250153,-1.1367049834359253
0,10,0.06679779291152954,-1.1752378869582734
0,11,0.04496271535754204,-1.3471474690318
0,12,0.04496271535754204,-1.3471474690318
0,13,0.04496271535754204,-1.3471474690318
0,14,0.04496271535754204,-1.3471474690318
0,15,0.04496271535754204,-1.3471474690318
0,16,0.04496271535754204,-1.3471474690318
0,17,0.04496271535754204,-1.3471474690318
0,18,0.04496271535754204,-1.3471474690318
0,19,0.04496271535754204,-1.3471474690318
0,20,0.04496271535754204,-1.3471474690318
0,21,0.04496271535754204,-1.3471474690318
0,22,0.04496271535754204,-1.3471474690318
0,23,0.04496271535754204,-1.3471474690318
0,24,0.04496271535754204,-1.3471474690318
0,25,0.04496271535754204,-1.3471474690318
0,26,0.04496271535754204,-1.3471474690318
0,27,0.04496271535754204,-1.3471474690318
0,28,0.04496271535754204,-1.3471474690318
0,29,0.04496271535754204,-1.3471474690318
0,30,0.04496271535754204,-1.3471474690318
0,31,0.04496271535754204,-1.3471474690318
0,32,0.04496271535754204,-1.3471474690318
0,33,0.026239866390824318,-1.5810383806483383
0,34,0.023520080372691154,-1.628561198524614
0,35,0.023387884721159935,-1.6310090554661676
0,36,0.023387884721159935,-1.6310090554661676
0,37,0.023387884721159935,-1.6310090554661676
0,38,0.023387884721159935,-1.6310090554661676
0,39,0.023387884721159935,-1.6310090554661676
0,40,0.023387884721159935,-1.6310090554661676
0,41,0.023387884721159935,-1.6310090554661676
0,42,0.023387884721159935,-1.6310090554661676
0,43,0.023387884721159935,-1.6310090554661676
0,44,0.023387884721159935,-1.6310090554661676
0,45,0.023387884721159935,-1.6310090554661676
0,46,0.023387884721159935,-1.6310090554661676
