step,gap_index,gap,log_gap
0,1,0.004804503638297319,-2.3183514734030175
0,2,0.004804503638297319,-2.3183514734030175
0,3,0.0035403308284003288,-2.4509561531619184
0,4,0.002946699969470501,-2.5306640814004107
0,5,0.0026166460011154413,-2.582255027899367
0,6,0.0020447401329874992,-2.689361878845341
0,7,0.0012913858518004417,-2.8889439759591835
0,8,0.001224767416715622,-2.9119463759747504
0,9,0.000987168401479721,-3.0056087545290504
0,10,0.0008769738487899303,-3.0570133570279885
0,11,0.000682133249938488,-3.166130780680163
0,12,0.0006227530539035797,-3.2056841340600695
0,13,0.0005969423800706863,-3.2240675871705182
0,14,0.0005770288407802582,-3.2388024796021617
0,15,0.0005698706954717636,-3.2442236752285347
0,16,0.0005607521161437035,-3.251229078818915
0,17,0.0005455352365970612,-3.263177192710039
0,18,0.00043731555342674255,-3.3592050764001953
0,19,0.000406862236559391,-3.390552617875801
0,20,0.00039265304803848267,-3.405991026911122
0,21,0.00034489482641220093,-3.4623133202092538
0,22,0.0003380812704563141,-3.4709788882782444
0,23,0.0003361376002430916,-3.473482904773164
0,24,0.0002940986305475235,-3.5315069977541973
0,25,0.0002734540030360222,-3.563115714696618
0,26,0.0002633091062307358,-3.579534121078615
0,27,0.0001841578632593155,-3.7348097327025114
0,28,0.0001722564920783043,-3.763824401230774
0,29,0.00016370322555303574,-3.785942763312044
0,30,0.00014647096395492554,-3.834248460251691
0,31,0.000142708420753479,-3.84555039984351
0,32,0.00010248273611068726,-3.98934928820179
0,33,0.00010212790220975876,-3.9908555887628374
0,34,9.761727415025234e-05,-4.010473323682491
0,35,9.422586299479008e-05,-4.025829876248653
0,36,8.590519428253174e-05,-4.065980575632794
0,37,7.762666791677475e-05,-4.109989055294983
0,38,7.197493687272072e-05,-4.14281870735771
0,39,5.929800681769848e-05,-4.226959904319093
0,40,5.658157169818878e-05,-4.247324993069019
0,41,5.583465099334717e-05,-4.253096194169713
0,42,5.50083932466805e-05,-4.259571040276402
0,43,5.1903072744607925e-05,-4.284806930465122
0,44,5.0654634833335876e-05,-4.295380811104264
