step,eigenvalue_index,eigenvalue,log_eigenvalue
0,1,0.014217539690434933,-1.8471755506746825
0,2,0.013542179018259048,-1.8683114494273712
0,3,0.013094203546643257,-1.882920912345067
0,4,0.012724742293357849,-1.8953510044101396
0,5,0.012073123827576637,-1.9181803450185562
0,6,0.01194404624402523,-1.922848523812326
0,7,0.011409400962293148,-1.9427371571242997
0,8,0.011037277057766914,-1.9571380556507934
0,9,0.010443173348903656,-1.9811675129711075
0,10,0.00966736488044262,-2.014691889292472
0,11,0.006495392415672541,-2.187394606128589
0,12,0.006495392415672541,-2.187394606128589
0,13,0.006495392415672541,-2.187394606128589
0,14,0.006495392415672541,-2.187394606128589
0,15,0.006495392415672541,-2.187394606128589
0,16,0.006495392415672541,-2.187394606128589
0,17,0.006495392415672541,-2.187394606128589
0,18,0.006495392415672541,-2.187394606128589
0,19,0.006495392415672541,-2.187394606128589
0,20,0.006495392415672541,-2.187394606128589
0,21,0.006495392415672541,-2.187394606128589
0,22,0.006495392415672541,-2.187394606128589
0,23,0.006495392415672541,-2.187394606128589
0,24,0.006495392415672541,-2.187394606128589
0,25,0.006495392415672541,-2.187394606128589
0,26,0.006495392415672541,-2.187394606128589
0,27,0.006495392415672541,-2.187394606128589
0,28,0.006495392415672541,-2.187394606128589
0,29,0.006495392415672541,-2.187394606128589
0,30,0.006495392415672541,-2.187394606128589
0,31,0.006495392415672541,-2.187394606128589
0,32,0.006495392415672541,-2.187394606128589
0,33,0.003960342146456242,-2.4022672923828
0,34,0.003641478018835187,-2.438722307246824
0,35,0.003641478018835187,-2.438722307246824
0,36,0.003641478018835187,-2.438722307246824
0,37,0.003641478018835187,-2.438722307246824
0,38,0.003641478018835187,-2.438722307246824
0,39,0.003641478018835187,-2.438722307246824
0,40,0.003641478018835187,-2.438722307246824
0,41,0.003641478018835187,-2.438722307246824
0,42,0.003641478018835187,-2.438722307246824
0,43,0.003641478018835187,-2.438722307246824
0,44,0.003641478018835187,-2.438722307246824
0,45,0.003641478018835187,-2.438722307246824
0,46,0.003641478018835187,-2.438722307246824
0,47,0.003641478018835187,-2.438722307246824
0,48,0.003641478018835187,-2.438722307246824
0,49,0.003641478018835187,-2.438722307246824
0,50,0.003641478018835187,-2.438722307246824
0,51,0.003641478018835187,-2.438722307246824
0,52,0.003641478018835187,-2.438722307246824
0,53,0.003641478018835187,-2.438722307246824
0,54,0.003641478018835187,-2.438722307246824
0,55,0.003641478018835187,-2.438722307246824
0,56,0.00362955778837204,-2.4401462845420445
0,57,0.0036123699974268675,-2.442207773416314
0,58,0.0035263036843389273,-2.4526802891004023
0,59,0.0035019919741898775,-2.4556848535606948
0,60,0.0034566994290798903,-2.4613383820911285
0,61,0.0034566994290798903,-2.4613383820911285
0,62,0.0034566994290798903,-2.4613383820911285
0,63,0.0034566994290798903,-2.4613383820911285
0,64,0.0034566994290798903,-2.4613383820911285
0,65,0.0034566994290798903,-2.4613383820911285
0,66,0.0034566994290798903,-2.4613383820911285
0,67,0.0034566994290798903,-2.4613383820911285
0,68,0.0034566994290798903,-2.4613383820911285
0,69,0.0034566994290798903,-2.4613383820911285
0,70,0.0034566994290798903,-2.4613383820911285
0,71,0.0034566994290798903,-2.4613383820911285
0,72,0.0034566994290798903,-2.4613383820911285
0,73,0.0034566994290798903,-2.4613383820911285
0,74,0.0034566994290798903,-2.4613383820911285
0,75,0.0034566994290798903,-2.4613383820911285
0,76,0.0034566994290798903,-2.4613383820911285
0,77,0.0034566994290798903,-2.4613383820911285
0,78,0.0034566994290798903,-2.4613383820911285
0,79,0.0034566994290798903,-2.4613383820911285
0,80,0.0034566994290798903,-2.4613383820911285
0,81,0.0034566994290798903,-2.4613383820911285
0,82,0.0034292051568627357,-2.464806531849728
0,83,0.003377825254574418,-2.471362821590668
0,84,0.003352705156430602,-2.474604637613676
0,85,0.003313509514555335,-2.479711778019029
0,86,0.002757742302492261,-2.559446318955846
0,87,0.002247400349006057,-2.648319556029107
0,88,0.002206629142165184,-2.656270650546954
0,89,0.0021363459527492523,-2.6703284177463718
0,90,0.002114376984536648,-2.6748175772425653
0,91,0.0020535846706479788,-2.6874873861937623
0,92,0.0020123485010117292,-2.696296805445183
0,93,0.001990869175642729,-2.700957277472933
0,94,0.0019586069975048304,-2.708052698225571
0,95,0.0012108441442251205,-2.916911754180694
0,96,0.001111466670408845,-2.954103555974032
0,97,0.001063451636582613,-2.973282256060168
0,98,0.0010180773679167032,-2.9922192169083472
0,99,0.0009749825694598258,-3.011003148460521
0,100,0.000959141761995852,-3.01811719897894
0,101,0.0009310584864579141,-3.03102303701207
0,102,0.0008747956017032266,-3.058093409174433
0,103,0.0008726156665943563,-3.059176994128936
0,104,0.0008364861132577062,-3.0775412644871336
0,105,0.0008032745099626482,-3.095136014137313
0,106,0.0008009494631551206,-3.0963948853705223
0,107,0.0007682012510485947,-3.1145249899031273
0,108,0.0007427133386954665,-3.129178776340471
0,109,0.0007378485170193017,-3.1320327912602077
0,110,0.0007268431945703924,-3.138559271504135
0,111,0.0007045206730253994,-3.152106258694967
0,112,0.0007017350289970636,-3.153826843949411
0,113,0.0006819531554356217,-3.1662454567724723
0,114,0.0006660008803009987,-3.1765251967912405
0,115,0.0006544284988194704,-3.184137796423315
0,116,0.0006356866215355694,-3.196756928500985
0,117,0.0006303364643827081,-3.2004275686127155
0,118,0.0006093467818573117,-3.215135478165448
0,119,0.0006023129099048674,-3.2201778281122375
0,120,0.0005981851718388498,-3.223164356714898
0,121,0.0005683899507857859,-3.245353609064169
0,122,0.0005532214418053627,-3.257100995812745
0,123,0.0005360775394365191,-3.2707723884529702
0,124,0.0005269505782052875,-3.2782301146151873
0,125,0.000517162261530757,-3.2863731740602558
0,126,0.0005090136546641588,-3.29327056723936
0,127,0.0004914429155178368,-3.3085269211999035
0,128,0.00048661348409950733,-3.3128158609027905
0,129,0.00044294208055362105,-3.3536530587441313
0,130,0.00043865659972652793,-3.357875332159171
0,131,0.0004370299575384706,-3.3594887919821623
0,132,0.00042438050149939954,-3.3722445783186465
0,133,0.0004095419717486948,-3.387701583122678
0,134,0.00039886750164441764,-3.399171347073111
0,135,0.00038461069925688207,-3.4149786385489356
0,136,0.00037516115116886795,-3.425782140193075
0,137,0.00036168654332868755,-3.4416676490122575
0,138,0.00035269599175080657,-3.452599475887935
0,139,0.000337702949764207,-3.4714651458771053
0,140,0.000311858719214797,-3.5060421090637512
0,141,0.0002977978147100657,-3.5260784934973484
0,142,0.0002869826275855303,-3.5421443923673888
0,143,0.00026532792253419757,-3.5762170434047356
0,144,0.00023775336740072817,-3.623873323251966
0,145,0.0002262710768263787,-3.645370956330233
0,146,0.000220059126149863,-3.657460615947476
0,147,0.00021458374976646155,-3.6684031698536343
0,148,0.00020489573944360018,-3.688467072127706
0,149,0.0001995722996070981,-3.6998997384125194
0,150,0.00019553278980311006,-3.7087804032989857
0,151,0.00019303661247249693,-3.7143603123042563
0,152,0.00018792992341332138,-3.726004063227783
0,153,0.00017827030387707055,-3.748920995223058
0,154,0.00017827030387707055,-3.748920995223058
0,155,0.00017827030387707055,-3.748920995223058
0,156,0.00017827030387707055,-3.748920995223058
0,157,0.00017827030387707055,-3.748920995223058
0,158,0.000176952249603346,-3.7521439117825595
0,159,0.00017549932817928493,-3.755724541697233
0,160,0.00017339229816570878,-3.76097019716211
0,161,0.00017339229816570878,-3.76097019716211
0,162,0.00017339229816570878,-3.76097019716211
0,163,0.00017339229816570878,-3.76097019716211
0,164,0.00017339229816570878,-3.76097019716211
0,165,0.00017339229816570878,-3.76097019716211
0,166,0.00017339229816570878,-3.76097019716211
0,167,0.00017339229816570878,-3.76097019716211
0,168,0.00017339229816570878,-3.76097019716211
0,169,0.00017339229816570878,-3.76097019716211
0,170,0.00017339229816570878,-3.76097019716211
0,171,0.00017339229816570878,-3.76097019716211
0,172,0.00017339229816570878,-3.76097019716211
0,173,0.00017339229816570878,-3.76097019716211
0,174,0.00017339229816570878,-3.76097019716211
0,175,0.00017339229816570878,-3.76097019716211
0,176,0.00017339229816570878,-3.76097019716211
0,177,0.00017339229816570878,-3.76097019716211
0,178,0.00017339229816570878,-3.76097019716211
0,179,0.00017339229816570878,-3.76097019716211
0,180,0.00017339229816570878,-3.76097019716211
0,181,0.00017339229816570878,-3.76097019716211
0,182,0.0001733681419864297,-3.761030705191095
0,183,0.00017296789155807346,-3.762034508509056
0,184,0.00017296789155807346,-3.762034508509056
0,185,0.00017296789155807346,-3.762034508509056
0,186,0.00017296789155807346,-3.762034508509056
0,187,0.00017296789155807346,-3.762034508509056
0,188,0.00017296789155807346,-3.762034508509056
0,189,0.00017296789155807346,-3.762034508509056
0,190,0.00017296789155807346,-3.762034508509056
0,191,0.00017296789155807346,-3.762034508509056
0,192,0.00017296789155807346,-3.762034508509056
0,193,0.00017296789155807346,-3.762034508509056
0,194,0.00017296789155807346,-3.762034508509056
0,195,0.00017296789155807346,-3.762034508509056
0,196,0.00017296789155807346,-3.762034508509056
0,197,0.00017296789155807346,-3.762034508509056
0,198,0.00017296789155807346,-3.762034508509056
0,199,0.00017296789155807346,-3.762034508509056
0,200,0.00017296789155807346,-3.762034508509056
10,1,0.013865070417523384,-1.8580779203981155
10,2,0.01356557384133339,-1.8675618302950558
10,3,0.013123792596161366,-1.8819406416702016
10,4,0.01273320335894823,-1.895062324853477
10,5,0.012095879763364792,-1.9173625388374722
10,6,0.011861303821206093,-1.9258675697211038
10,7,0.011462581343948841,-1.9407175693500343
10,8,0.011076798662543297,-1.955585738171078
10,9,0.010485377162694931,-1.9794159431928016
10,10,0.009695429354906082,-2.0134329537500344
10,11,0.006562742404639721,-2.1829146419778875
10,12,0.006562742404639721,-2.1829146419778875
10,13,0.006562742404639721,-2.1829146419778875
10,14,0.006562742404639721,-2.1829146419778875
10,15,0.006562742404639721,-2.1829146419778875
10,16,0.006562742404639721,-2.1829146419778875
10,17,0.006562742404639721,-2.1829146419778875
10,18,0.006562742404639721,-2.1829146419778875
10,19,0.006562742404639721,-2.1829146419778875
10,20,0.006562742404639721,-2.1829146419778875
10,21,0.006562742404639721,-2.1829146419778875
10,22,0.006562742404639721,-2.1829146419778875
10,23,0.006562742404639721,-2.1829146419778875
10,24,0.006562742404639721,-2.1829146419778875
10,25,0.006562742404639721,-2.1829146419778875
10,26,0.006562742404639721,-2.1829146419778875
10,27,0.006562742404639721,-2.1829146419778875
10,28,0.006562742404639721,-2.1829146419778875
10,29,0.006562742404639721,-2.1829146419778875
10,30,0.006562742404639721,-2.1829146419778875
10,31,0.006562742404639721,-2.1829146419778875
10,32,0.006562742404639721,-2.1829146419778875
10,33,0.0041483487002551556,-2.3821247449947394
10,34,0.0037358012050390244,-2.4276162421452763
