step,loss,top_k_dominant_space,hessian_compute_time,max_eigenvalue,min_eigenvalue,condition_number,eigenvalue_sum,eigenvalue_mean,max_gap,gap_mean
0,0.03951989486813545,10,73.21858596801758,0.014217539690434933,0.00017296789155807346,82.19756604746168,0.5112495324865449,0.0025562476624327248,0.0031719724647700787,0.0001415991886051415
10,0.03934864327311516,10,74.33264970779419,0.013865070417523384,0.0001711986551526934,80.98819704604,0.5179486561828526,0.002589743280914263,0.0031326869502663612,0.0001427395495375094
20,0.039162781089544296,10,72.76666188240051,0.013831708580255508,0.0001694676757324487,81.61856543127824,0.5371306543092942,0.0026856532715464707,0.003113226965069771,0.00014668106289946077
30,0.038946572691202164,2879,72.21921825408936,0.014144727028906345,0.00016777220298536122,84.30912139921372,0.5693138517090119,0.0028465692585450597,0.003431841731071472,0.00015374957263702524
40,0.0386783592402935,2879,74.62090682983398,0.014682804234325886,0.0001661102578509599,88.39191765929246,0.6162180695100687,0.003081090347550344,0.0043631428852677345,0.00016359102134600785
50,0.0383247546851635,2879,73.95757484436035,0.015456262044608593,0.00016451878764200956,93.94830989297824,0.6809123021084815,0.003404561510542408,0.005482892505824566,0.00017657622582191828
60,0.03782968968153,2879,72.4316611289978,0.016523540019989014,0.00016290471830870956,101.43070250842204,0.7685562031547306,0.003842781015773653,0.006833149120211601,0.00019350009584741194
70,0.0370916984975338,2879,78.87572979927063,0.01797737367451191,0.0001613233471289277,111.43689983164437,0.8875836080260342,0.004437918040130171,0.008444251492619514,0.0002153000127827908
80,0.03591288626194,2879,72.76486921310425,0.019953157752752304,0.00015977346629370004,124.88405124837095,1.0515562209038762,0.005257781104519381,0.010260311886668205,0.00024296256331581383
90,0.03387860581278801,2879,72.41963458061218,0.022616924718022346,0.0001582541735842824,142.91518641040523,1.2808438982319785,0.006404219491159892,0.011840449646115303,0.0002755830279011206
100,0.030081069096922874,2879,71.05626058578491,0.0260055772960186,0.00015677264309488237,165.8808372598492,1.5978916407184443,0.00798945820359222,0.011146966367959976,0.00030257044597419724
110,0.022754689678549767,2786,72.89854001998901,0.029242126271128654,0.0001553312613395974,188.25654294532006,1.9742481154098641,0.009871240577049321,0.011499117710627615,0.0002738618403418512
120,0.011244509369134903,1,73.19851088523865,0.05693240463733673,0.0001673150691203773,340.27063394018546,2.159480828777305,0.010797404143886524,0.02487746626138687,0.00038917563004360985
130,0.003122092457488179,1,72.09525418281555,0.14387297630310059,0.0002253580023534596,638.4196469644111,1.9768514340103138,0.009884257170051569,0.09610815718770027,0.0007753878426046868
140,0.0009886714396998286,1,72.20909380912781,0.18633820116519928,0.0002744859957601875,678.8623246484274,1.8176580012368504,0.009088290006184252,0.12980232387781143,0.0009624969305286866
150,0.0003913771943189204,1,72.72149205207825,0.19595280289649963,0.0001745851623127237,1122.3909311691757,1.7165277992462507,0.008582638996231254,0.1373918503522873,0.0009979368396398056
160,0.00018385403382126242,1,73.10670566558838,0.1981562376022339,0.00014851888408884406,1334.2157720744572,1.6452543788473122,0.00822627189423656,0.13913201168179512,0.0010014477372845931
170,0.00011010819434886798,1,73.05353140830994,0.19877935945987701,0.0001470213901484385,1352.0438030084033,1.6005181332875509,0.008002590666437754,0.13964423909783363,0.001000013111899989
180,8.366649126401171e-05,1,72.92082095146179,0.19898128509521484,0.0001457327452953905,1365.384867291789,1.5748926830419805,0.007874463415209903,0.139833252876997,0.0009983741738460595
190,7.394416024908423e-05,1,72.76401686668396,0.19905059039592743,0.00014444557018578053,1378.0318090746289,1.5600878531695344,0.007800439265847672,0.139920886605978,0.0009971360473673486
200,7.013475988060236e-05,1,75.1930103302002,0.1990748941898346,0.00012897518172394484,1543.5131901262164,1.5515007565700216,0.007757503782850108,0.13997392356395721,0.0009962998172829884
210,6.842219590907916e-05,1,72.12716007232666,0.19908352196216583,0.00012091720418538898,1646.4449645803345,1.5472204863690422,0.0077361024318452105,0.1400146447122097,0.0009959093358691007
220,6.745786959072575e-05,1,72.68489813804626,0.19908657670021057,0.00012002051516901702,1658.7712227351299,1.5448742383159697,0.007724371191579848,0.1400507055222988,0.0009959936067662056
230,6.6764434450306e-05,1,72.2466390132904,0.19908766448497772,0.00011915843060705811,1670.781189973017,1.5441789168544346,0.007720894584272173,0.1400848552584648,0.000996025765317654
240,6.617260805796832e-05,1,74.64794182777405,0.19908805191516876,0.00011831111623905599,1682.7501780381926,1.5436360741296085,0.0077181803706480425,0.1401180624961853,0.0009960470551504841
250,6.562228372786194e-05,1,73.64651346206665,0.1990882009267807,0.00011747601092793047,1694.7136641277164,1.5431392241007416,0.007715696120503708,0.14015068858861923,0.0009960729627414367
