step,gap_index,gap,log_gap
0,1,0.023391036316752434,-1.630950536776693
0,2,0.017681127414107323,-1.752490046216894
0,3,0.009272180497646332,-2.0328181227337607
0,4,0.00846397876739502,-2.0724254347718793
0,5,0.0068390630185604095,-2.165003394441126
0,6,0.006093379110097885,-2.2151418006541967
0,7,0.006051191303413361,-2.2181591169893218
0,8,0.005979664623737335,-2.2233231732264205
0,9,0.0046498533338308334,-2.33256074545682
0,10,0.004536457359790802,-2.3432831668972702
0,11,0.0042458176612854,-2.3720386607583297
0,12,0.003998056054115295,-2.398151121217826
0,13,0.003972481936216354,-2.4009380689524007
0,14,0.003857370000332594,-2.413708701451349
0,15,0.003689141944050789,-2.4330746344636167
0,16,0.0036834441125392914,-2.433745915139876
0,17,0.003550659865140915,-2.4496909288720037
0,18,0.0034993812441825867,-2.456008740219238
0,19,0.0032142847776412964,-2.4929156484565356
0,20,0.002906881272792816,-2.5365727059742973
0,21,0.00280076265335083,-2.5527236932855084
0,22,0.002267599105834961,-2.6444337229330603
0,23,0.0021988004446029663,-2.6578141838908644
0,24,0.0018662810325622559,-2.7290229577486347
0,25,0.0016601886600255966,-2.7798425569283185
0,26,0.001587510108947754,-2.7992835005265384
0,27,0.0015587732195854187,-2.8072170641868817
0,28,0.001229497604072094,-2.9102723132361894
0,29,0.0011913040652871132,-2.923977376197863
0,30,0.0010802894830703735,-2.966459851870485
0,31,0.0010738074779510498,-2.9690735759533653
0,32,0.0010738074779510498,-2.9690735759533653
0,33,0.000972328707575798,-3.012186891706004
0,34,0.0008645122870802879,-3.0632288298356958
0,35,0.000795912928879261,-3.099134440523143
0,36,0.0007883235812187195,-3.103295482139397
0,37,0.0007035527378320694,-3.1527033425916957
0,38,0.0006789765320718288,-3.168145236275965
0,39,0.0005564764142036438,-3.2545532381545743
0,40,0.0005564764142036438,-3.2545532381545743
0,41,0.00042261648923158646,-3.37405356208119
0,42,0.0003772098571062088,-3.423416966966257
0,43,0.00036750873550772667,-3.4347323334839666
0,44,0.00035285577178001404,-3.4524027742714805
0,45,0.0003344952128827572,-3.4756100932428833
0,46,0.0002712644636631012,-3.566607096197396
0,47,0.00023635383695363998,-3.626437342993954
0,48,0.0002330988645553589,-3.632459841960089
0,49,0.00022654421627521515,-3.6448470209790464
0,50,0.00021483853925019503,-3.6678878091811797
0,51,0.00021071359515190125,-3.6763074429919196
0,52,0.000199832022190094,-3.6993349167800837
0,53,0.00019733235239982605,-3.7048017068568853
0,54,0.00019378680735826492,-3.7126757922312255
0,55,0.00018774718046188354,-3.726426576395912
0,56,0.00017493218183517456,-3.757130287103634
0,57,0.0001728767529129982,-3.762263403258148
0,58,0.00017215311527252197,-3.7640851139211176
0,59,0.00016708113253116608,-3.7770725896053303
0,60,0.00016249902546405792,-3.7891492392195754
0,61,0.00016022473573684692,-3.7952704360373817
0,62,0.00015255063772201538,-3.8165859724950364
0,63,0.00014762859791517258,-3.830829504886203
