step,gap_index,gap,log_gap
0,1,0.05229766666889191,-1.2815176873359841
0,2,0.05172843113541603,-1.2862706930497196
0,3,0.025191903114318848,-1.598739022623879
0,4,0.01908358931541443,-1.7193399381605052
0,5,0.016989246010780334,-1.769825894858068
0,6,0.014796838164329529,-1.829831076124324
0,7,0.01405245065689087,-1.8522479309934048
0,8,0.01260732114315033,-1.8993771843501772
0,9,0.010860815644264221,-1.9641375581264044
0,10,0.009975701570510864,-2.001056551532218
0,11,0.009945787489414215,-2.002360824528763
0,12,0.009935632348060608,-2.0028044872321744
0,13,0.009033814072608948,-2.0441288520158136
0,14,0.008804753422737122,-2.055282801950436
0,15,0.008321911096572876,-2.0797769281097693
0,16,0.008200347423553467,-2.086167747502154
0,17,0.00782458484172821,-2.106538696047289
0,18,0.00778411328792572,-2.1087908520867007
0,19,0.007766712456941605,-2.109762773212299
0,20,0.007193461060523987,-2.143062102965688
0,21,0.0069147199392318726,-2.160225405042635
0,22,0.006432756781578064,-2.1916028686859663
0,23,0.0063866302371025085,-2.194728227201116
0,24,0.004695471376180649,-2.3283208025888955
0,25,0.0034427382051944733,-2.463096000926518
0,26,0.002664513885974884,-2.574382012114173
0,27,0.002569243311882019,-2.590194765331138
0,28,0.0022738203406333923,-2.6432438528206332
0,29,0.0016086176037788391,-2.7935471829403413
0,30,0.001578821800649166,-2.8016668854205133
0,31,0.0015040338039398193,-2.8227424026409533
0,32,0.001464061439037323,-2.834440697816555
0,33,0.00127358827739954,-2.89497094700286
0,34,0.0011998629197478294,-2.9208683677837906
0,35,0.0009406842291355133,-3.0265561369964704
0,36,0.0008621402084827423,-3.0644220998148035
0,37,0.0008468199521303177,-3.072208918014437
0,38,0.0008044950664043427,-3.094476614883708
0,39,0.0008020438253879547,-3.0958019002892265
0,40,0.0007704021409153938,-3.113282518995607
0,41,0.0007532984018325806,-3.123032953948044
0,42,0.0007461234927177429,-3.127189285439895
0,43,0.0007342621684074402,-3.1341488474903305
0,44,0.0007241871207952499,-3.140149203099912
0,45,0.0006996206939220428,-3.155137353105261
0,46,0.0006772726774215698,-3.1692364443764984
0,47,0.0006568543612957001,-3.1825309121709062
0,48,0.000654132105410099,-3.1843345347691705
0,49,0.0006254501640796661,-3.2038072892118965
0,50,0.0005996040999889374,-3.2221354061831917
0,51,0.0005992576479911804,-3.2223864146006544
0,52,0.0005463548004627228,-3.2625252367086355
0,53,0.0005389237776398659,-3.2684726546485887
0,54,0.0005299551412463188,-3.2757608902741193
0,55,0.0005235206335783005,-3.281066196749983
0,56,0.0005192011594772339,-3.2846643463425056
0,57,0.0005092974752187729,-3.293028476781357
0,58,0.0005074408836662769,-3.2946145453220583
0,59,0.0005027502775192261,-3.2986476809996734
0,60,0.0004997458308935165,-3.301250820276364
0,61,0.0004948340356349945,-3.3055404364072967
0,62,0.000485236756503582,-3.3140463089141554
0,63,0.0004751347005367279,-3.3231832505715473
0,64,0.00046795792877674103,-3.32979318992035
0,65,0.0004475414752960205,-3.3491667108340364
0,66,0.00044104550033807755,-3.3555166043498006
0,67,0.00041928142309188843,-3.3774943792549346
0,68,0.00041796639561653137,-3.3788586339784987
0,69,0.00041006971150636673,-3.3871423073070823
0,70,0.0004068799316883087,-3.3905337300827223
0,71,0.00039453059434890747,-3.403919313261359
0,72,0.0003913436084985733,-3.4074417547697857
0,73,0.00039072614163160324,-3.408127531220694
0,74,0.00037985481321811676,-3.4203823661905255
0,75,0.00036664679646492004,-3.435752105250904
0,76,0.0003654956817626953,-3.4371177497532113
0,77,0.0003641359508037567,-3.4387364414590085
0,78,0.0003624670207500458,-3.4407315018042484
0,79,0.0003569945693016052,-3.4473383904432264
0,80,0.0003557056188583374,-3.448909274482769
0,81,0.0003547072410583496,-3.450129945670754
0,82,0.00035320501774549484,-3.4519731353218166
0,83,0.0003483705222606659,-3.457958600395559
0,84,0.00034766923636198044,-3.4588337363208286
0,85,0.0003468059003353119,-3.459913522322503
0,86,0.0003441297449171543,-3.4632777874340492
0,87,0.00034264475107192993,-3.4651559166933894
0,88,0.0003370591439306736,-3.472293886579579
0,89,0.0003319135867059231,-3.4789749696141787
0,90,0.00033118855208158493,-3.4799246835227957
0,91,0.00032969657331705093,-3.4818855666488693
0,92,0.0003239419311285019,-3.4895328331596462
0,93,0.000315643846988678,-3.5008026721845904
0,94,0.00031070783734321594,-3.5076477918947417
0,95,0.00030014850199222565,-3.5226638198181313
0,96,0.00029934756457805634,-3.5238242708225016
0,97,0.0002988278865814209,-3.524578876658129
0,98,0.00028797052800655365,-3.540651957307012
0,99,0.0002821721136569977,-3.549485908665691
0,100,0.00028202123939991,-3.549718183145783
0,101,0.00027907826006412506,-3.5542739933283563
0,102,0.0002773161977529526,-3.557024762988742
0,103,0.00026914384216070175,-3.570015552115136
0,104,0.0002662651240825653,-3.574685714561447
0,105,0.00026386603713035583,-3.5786165053316106
0,106,0.00025717727839946747,-3.589767403950114
0,107,0.0002518072724342346,-3.5989317312081037
0,108,0.00024988502264022827,-3.6022597734038864
0,109,0.00024848803877830505,-3.604694511629252
0,110,0.00024591991677880287,-3.6092062968129084
0,111,0.00024292618036270142,-3.614525678384014
0,112,0.00024172943085432053,-3.6166704704880623
0,113,0.00024057459086179733,-3.6187502441252004
0,114,0.00023945048451423645,-3.620784279850664
0,115,0.00023913010954856873,-3.6213657371944823
0,116,0.00023688189685344696,-3.6254681279520624
0,117,0.00023631379008293152,-3.6265109343888917
0,118,0.00023319758474826813,-3.632275951923021
0,119,0.0002321004867553711,-3.6343239487515357
