step,loss,top_k_dominant_space,hessian_compute_time,max_eigenvalue,min_eigenvalue,condition_number,eigenvalue_sum,eigenvalue_mean,max_gap,gap_mean
0,0.2512452304363251,10,338.5216963291168,0.20210237801074982,0.009776310063898563,20.672664501207127,7.6080635488033295,0.038040317744016644,0.05229766666889191,0.0020224683708511292
10,0.0626327395439148,1,334.7014203071594,1.7164430618286133,0.04118863865733147,41.672731068111936,19.484522063285112,0.09742261031642556,1.1575645208358765,0.009297758931061252
20,0.07658328115940094,5942,329.3619349002838,0.3961743414402008,0.040046755224466324,9.892795039688021,25.211884394288063,0.12605942197144032,0.08234915137290955,0.004047835792880506
30,0.14536307752132416,1,333.0705976486206,1.0281497240066528,0.05962557718157768,17.24343432140925,24.04881937801838,0.1202440968900919,0.5124406814575195,0.0062279235839378085
40,0.07248392701148987,1,343.7195374965668,6.330995082855225,0.024016380310058594,263.6115435015685,53.20028632879257,0.26600143164396284,4.9986618757247925,0.033628227398730816
50,0.07449141144752502,5942,343.57772183418274,0.4381077289581299,0.04313504695892334,10.156653576274794,25.77275149151683,0.12886375745758413,0.08716760575771332,0.004203725019469857
60,0.144756019115448,1,344.93607473373413,0.9616512060165405,0.06133274734020233,15.679245553479362,24.760378070175648,0.12380189035087824,0.3785002827644348,0.005954970456659794
70,0.06996271759271622,1,342.1739799976349,6.34268856048584,0.024079738184809685,263.40355164189543,54.002637192606926,0.27001318596303464,4.833917737007141,0.03376994162565097
80,0.07205714285373688,5942,342.91718339920044,0.5411418080329895,0.04383125528693199,12.346025786633756,26.07222156226635,0.13036110781133176,0.08875247836112976,0.004702775930054486
90,0.1417272537946701,1,342.9575321674347,0.9542346000671387,0.06129329279065132,15.568336381051502,25.22043525055051,0.12610217625275255,0.15324300527572632,0.005951213614316657
100,0.06531143188476562,1,342.82765436172485,6.343672275543213,0.029817009344697,212.7534724293684,55.061163699254394,0.27530581849627195,4.2304909229278564,0.03389468161039986
110,0.06504106521606445,1,352.89993119239807,0.986862063407898,0.04414147511124611,22.35679847401545,26.698561131954193,0.13349280565977095,0.35151535272598267,0.0070352946734055875
120,0.13226132094860077,1,354.0071578025818,1.8172138929367065,0.061768487095832825,29.419757199449098,26.63980283588171,0.13319901417940855,0.8336778283119202,0.010285253385081888
